Admission grade,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,Target,y_labels
0.388421052631579,0.0754716981132075,0.2307692307692307,0.2307692307692307,0.6357615894039735,0.2608695652173913,0.3,0.6461538461538461,0.7325581395348838,0.1111111111111111,Graduate,1
0.3263157894736841,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.372093023255814,0.4888888888888888,Enrolled,1
0.3705263157894736,0.0377358490566037,0.2307692307692307,0.1923076923076923,0.6039735099337749,0.2608695652173913,0.05,0.5384615384615384,0.372093023255814,0.4888888888888888,Enrolled,1
0.2726315789473685,0.1320754716981132,0.2307692307692307,0.0,0.0,0.2608695652173913,0.0,0.0,0.5930232558139535,1.0,Enrolled,1
0.3263157894736841,0.2264150943396226,0.2692307692307693,0.1923076923076923,0.6304635761589404,0.3478260869565217,0.25,0.5923076923076923,0.7325581395348838,0.1111111111111111,Dropout,-1
0.3494736842105261,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.372093023255814,0.4888888888888888,Graduate,1
0.368421052631579,0.1132075471698113,0.2307692307692307,0.2307692307692307,0.6660359508041627,0.2608695652173913,0.3,0.6692307692307692,0.1511627906976745,0.4888888888888888,Graduate,1
0.2642105263157894,0.0377358490566037,0.1923076923076923,0.1923076923076923,0.5933774834437086,0.217391304347826,0.2,0.5788461538461538,1.0,0.2444444444444444,Dropout,-1
0.0526315789473683,0.169811320754717,0.2307692307692307,0.2307692307692307,0.6357615894039735,0.2608695652173913,0.25,0.5815384615384616,0.5930232558139535,1.0,Enrolled,1
0.4105263157894736,0.0188679245283018,0.1923076923076923,0.0,0.0,0.217391304347826,0.0,0.0,0.0,0.7555555555555555,Enrolled,1
0.3768421052631581,0.1320754716981132,0.2692307692307693,0.2692307692307693,0.6344370860927152,0.3478260869565217,0.4,0.7403846153846153,0.7325581395348838,0.1111111111111111,Graduate,1
0.4294736842105264,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.9186046511627908,0.7999999999999999,Dropout,-1
0.1757894736842105,0.0188679245283018,0.2307692307692307,0.1153846153846153,0.6181015452538631,0.2608695652173913,0.05,0.6461538461538461,0.5581395348837211,0.2888888888888888,Dropout,-1
0.3989473684210527,0.0188679245283018,0.2307692307692307,0.2307692307692307,0.6534216335540839,0.2608695652173913,0.15,0.6641025641025641,0.372093023255814,0.4888888888888888,Graduate,1
0.2157894736842105,0.0188679245283018,0.1923076923076923,0.1153846153846153,0.5474613686534217,0.217391304347826,0.15,0.5846153846153846,0.372093023255814,0.4888888888888888,Dropout,-1
0.1157894736842104,0.0754716981132075,0.2307692307692307,0.1538461538461538,0.5562913907284768,0.2608695652173913,0.05,0.5923076923076923,0.2093023255813954,0.0,Dropout,-1
0.266315789473684,0.0377358490566037,0.2307692307692307,0.2307692307692307,0.7240618101545253,0.2608695652173913,0.3,0.717948717948718,0.1511627906976745,0.4888888888888888,Graduate,1
0.3768421052631581,0.0943396226415094,0.2692307692307693,0.2692307692307693,0.7863765373699148,0.3478260869565217,0.4,0.8106837606837606,1.0,0.2444444444444444,Graduate,1
0.2315789473684211,0.3018867924528302,0.2307692307692307,0.2307692307692307,0.6357615894039735,0.2608695652173913,0.3,0.6282051282051281,0.372093023255814,0.4888888888888888,Graduate,1
0.1599999999999999,0.0566037735849056,0.2307692307692307,0.1923076923076923,0.6463576158940397,0.2608695652173913,0.25,0.6569230769230768,0.372093023255814,0.4888888888888888,Dropout,-1
0.6389473684210525,0.3396226415094339,0.0384615384615384,0.0,0.0,0.217391304347826,0.0,0.0,0.372093023255814,0.4888888888888888,Dropout,-1
0.8989473684210527,0.1320754716981132,0.4615384615384615,0.2307692307692307,0.6445916114790287,0.5217391304347826,0.5,0.7161538461538461,0.5581395348837211,0.2888888888888888,Dropout,-1
0.3210526315789472,0.0188679245283018,0.1923076923076923,0.1923076923076923,0.6357615894039735,0.217391304347826,0.15,0.6102564102564102,0.5930232558139535,1.0,Enrolled,1
0.1578947368421053,0.3018867924528302,0.2307692307692307,0.2307692307692307,0.5827814569536424,0.2608695652173913,0.25,0.5923076923076923,0.2093023255813954,0.0,Graduate,1
0.6947368421052631,0.0943396226415094,0.3076923076923077,0.2692307692307693,0.6929801324503311,0.3478260869565217,0.35,0.7043076923076923,0.372093023255814,0.4888888888888888,Graduate,1
0.0526315789473683,0.1509433962264151,0.1923076923076923,0.1538461538461538,0.5562913907284768,0.217391304347826,0.25,0.6246153846153846,0.2093023255813954,0.0,Graduate,1
0.2378947368421051,0.0566037735849056,0.2307692307692307,0.2307692307692307,0.565121412803532,0.2608695652173913,0.25,0.603076923076923,0.0,0.7555555555555555,Graduate,1
0.354736842105263,0.1132075471698113,0.1923076923076923,0.1538461538461538,0.7417218543046358,0.217391304347826,0.25,0.7430769230769231,0.4069767441860464,0.3111111111111111,Enrolled,1
0.1810526315789473,0.0188679245283018,0.1923076923076923,0.0769230769230769,0.5298013245033113,0.217391304347826,0.0,0.0,0.9186046511627908,0.7999999999999999,Enrolled,1
0.0610526315789472,0.1320754716981132,0.2692307692307693,0.0,0.0,0.3043478260869565,0.0,0.0,0.7325581395348838,0.1111111111111111,Dropout,-1
0.1052631578947367,0.0754716981132075,0.2307692307692307,0.2307692307692307,0.7417218543046358,0.2608695652173913,0.3,0.7269230769230769,0.1511627906976745,0.4888888888888888,Graduate,1
0.0526315789473683,0.169811320754717,0.2307692307692307,0.0769230769230769,0.6357615894039735,0.2608695652173913,0.0,0.0,0.1511627906976745,0.4888888888888888,Dropout,-1
0.2157894736842105,0.4150943396226415,0.2307692307692307,0.1153846153846153,0.6710816777041942,0.2608695652173913,0.0,0.0,0.0,0.7555555555555555,Dropout,-1
0.1999999999999999,0.5094339622641508,0.3076923076923077,0.3076923076923077,0.6291390728476821,0.2608695652173913,0.3,0.6641025641025641,0.5930232558139535,1.0,Graduate,1
0.4421052631578948,0.0377358490566037,0.1923076923076923,0.1923076923076923,0.7417218543046358,0.217391304347826,0.15,0.7134615384615384,0.7325581395348838,0.1111111111111111,Enrolled,1
0.3147368421052632,0.0188679245283018,0.2307692307692307,0.2307692307692307,0.7240618101545253,0.2608695652173913,0.3,0.717948717948718,0.1511627906976745,0.4888888888888888,Graduate,1
0.266315789473684,0.0188679245283018,0.2692307692307693,0.2692307692307693,0.7284768211920529,0.3478260869565217,0.4,0.7795726495726496,0.5581395348837211,0.2888888888888888,Graduate,1
0.4136842105263159,0.0377358490566037,0.1923076923076923,0.1923076923076923,0.752317880794702,0.217391304347826,0.25,0.7430769230769231,0.5930232558139535,1.0,Enrolled,1
0.1736842105263156,0.0377358490566037,0.2692307692307693,0.1538461538461538,0.6336423841059603,0.3043478260869565,0.0,0.0,0.7325581395348838,0.1111111111111111,Dropout,-1
0.3557894736842106,0.0754716981132075,0.3846153846153846,0.3076923076923077,0.6821192052980133,0.3913043478260869,0.25,0.7215384615384615,0.1511627906976745,0.4888888888888888,Dropout,-1
0.1578947368421053,0.0566037735849056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2444444444444444,Graduate,1
0.1947368421052631,0.3584905660377358,0.2307692307692307,0.0,0.0,0.2608695652173913,0.0,0.0,0.2093023255813954,0.0,Dropout,-1
0.6842105263157894,0.490566037735849,0.6923076923076923,0.6923076923076923,0.7751829905890554,0.5652173913043478,0.65,0.7662721893491123,0.9186046511627908,0.7999999999999999,Graduate,1
0.2357894736842105,0.0377358490566037,0.2307692307692307,0.0,0.0,0.2608695652173913,0.0,0.0,0.4069767441860464,0.3111111111111111,Dropout,-1
0.2863157894736843,0.0566037735849056,0.3846153846153846,0.3846153846153846,0.6887417218543046,0.4782608695652174,0.55,0.6608391608391607,0.4069767441860464,0.3111111111111111,Graduate,1
0.2442105263157894,0.0377358490566037,0.2307692307692307,0.0,0.0,0.2608695652173913,0.0,0.0,1.0,0.2444444444444444,Dropout,-1
0.1231578947368421,0.0566037735849056,0.2307692307692307,0.1538461538461538,0.752317880794702,0.2608695652173913,0.2,0.7134615384615384,0.9186046511627908,0.7999999999999999,Dropout,-1
0.1389473684210527,0.0566037735849056,0.2692307692307693,0.2307692307692307,0.7028697571743929,0.3043478260869565,0.25,0.6623076923076923,0.5581395348837211,0.2888888888888888,Dropout,-1
0.1263157894736841,0.0566037735849056,0.2692307692307693,0.2307692307692307,0.6181015452538631,0.3043478260869565,0.15,0.7,1.0,0.2444444444444444,Enrolled,1
0.4326315789473682,0.0188679245283018,0.2307692307692307,0.2307692307692307,0.7341532639545885,0.2608695652173913,0.3,0.8076923076923076,0.7325581395348838,0.1111111111111111,Graduate,1
0.2136842105263157,0.0188679245283018,0.1923076923076923,0.1153846153846153,0.6887417218543046,0.217391304347826,0.15,0.5923076923076923,0.1511627906976745,0.4888888888888888,Enrolled,1
0.4715789473684211,0.0377358490566037,0.1923076923076923,0.1923076923076923,0.7099337748344371,0.217391304347826,0.25,0.6892307692307692,0.372093023255814,0.4888888888888888,Graduate,1
0.6526315789473685,0.0188679245283018,0.2307692307692307,0.2307692307692307,0.6710816777041942,0.2608695652173913,0.3,0.6769230769230768,0.372093023255814,0.4888888888888888,Graduate,1
0.3789473684210527,0.0188679245283018,0.2692307692307693,0.2307692307692307,0.6631346578366445,0.3043478260869565,0.3,0.6739743589743589,0.0,0.7555555555555555,Dropout,-1
0.0526315789473683,0.0566037735849056,0.2692307692307693,0.2307692307692307,0.6154525386313466,0.3043478260869565,0.35,0.7,0.7325581395348838,0.1111111111111111,Enrolled,1
0.4778947368421053,0.0566037735849056,0.2307692307692307,0.0769230769230769,0.5298013245033113,0.2608695652173913,0.2,0.5788461538461538,0.0,0.7555555555555555,Enrolled,1
0.1936842105263159,0.0566037735849056,0.1923076923076923,0.1153846153846153,0.5474613686534217,0.217391304347826,0.15,0.5743589743589743,0.5581395348837211,0.2888888888888888,Enrolled,1
0.4421052631578948,0.0188679245283018,0.1923076923076923,0.1923076923076923,0.6963103122043519,0.217391304347826,0.25,0.6138461538461538,0.2093023255813954,0.0,Graduate,1
0.2821052631578946,0.0188679245283018,0.1923076923076923,0.1923076923076923,0.6675496688741722,0.217391304347826,0.25,0.7538461538461538,0.4069767441860464,0.3111111111111111,Graduate,1
0.3789473684210527,0.0754716981132075,0.2307692307692307,0.1153846153846153,0.5827814569536424,0.2608695652173913,0.1,0.5923076923076923,0.2093023255813954,0.0,Dropout,-1
0.2484210526315788,0.0377358490566037,0.1923076923076923,0.1923076923076923,0.5721854304635762,0.217391304347826,0.2,0.6057692307692307,1.0,0.2444444444444444,Graduate,1
0.2873684210526315,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.372093023255814,0.4888888888888888,Dropout,-1
0.3463157894736841,0.0377358490566037,0.1923076923076923,0.1923076923076923,0.6781456953642384,0.217391304347826,0.25,0.7646153846153845,0.2093023255813954,0.0,Graduate,1
0.2768421052631578,0.0377358490566037,0.2307692307692307,0.2307692307692307,0.7505518763796909,0.2608695652173913,0.3,0.6569230769230768,0.9186046511627908,0.7999999999999999,Graduate,1
0.2326315789473683,0.0377358490566037,0.2692307692307693,0.1923076923076923,0.6410596026490066,0.3043478260869565,0.0,0.0,0.7325581395348838,0.1111111111111111,Dropout,-1
0.6842105263157894,0.0566037735849056,0.2307692307692307,0.2307692307692307,0.7505518763796909,0.2608695652173913,0.25,0.7418803418803419,0.5581395348837211,0.2888888888888888,Graduate,1
0.5294736842105263,0.0188679245283018,0.2307692307692307,0.1923076923076923,0.6781456953642384,0.2608695652173913,0.25,0.7215384615384615,0.2093023255813954,0.0,Enrolled,1
0.2905263157894735,0.0188679245283018,0.2307692307692307,0.2307692307692307,0.6887417218543046,0.2608695652173913,0.3,0.7358974358974358,0.5581395348837211,0.2888888888888888,Graduate,1
0.3473684210526315,0.0377358490566037,0.2692307692307693,0.2692307692307693,0.7134910122989592,0.3478260869565217,0.4,0.8082905982905983,0.5581395348837211,0.2888888888888888,Graduate,1
0.3147368421052632,0.0188679245283018,0.2692307692307693,0.2692307692307693,0.7013245033112583,0.3478260869565217,0.35,0.74,0.7325581395348838,0.1111111111111111,Dropout,-1
0.3021052631578946,0.0188679245283018,0.2307692307692307,0.2307692307692307,0.6534216335540839,0.2608695652173913,0.3,0.7,0.0,0.7555555555555555,Graduate,1
0.2642105263157894,0.0377358490566037,0.1923076923076923,0.1923076923076923,0.656953642384106,0.217391304347826,0.25,0.7861538461538461,0.1511627906976745,0.4888888888888888,Graduate,1
0.3863157894736841,0.0377358490566037,0.2692307692307693,0.1923076923076923,0.7417218543046358,0.3043478260869565,0.0,0.0,0.7325581395348838,0.1111111111111111,Dropout,-1
0.4021052631578945,0.0566037735849056,0.3461538461538461,0.3461538461538461,0.6181015452538631,0.3043478260869565,0.35,0.6307692307692306,0.0,0.7555555555555555,Graduate,1
0.1505263157894736,0.0377358490566037,0.2307692307692307,0.1923076923076923,0.6357615894039735,0.2608695652173913,0.2,0.673076923076923,0.5581395348837211,0.2888888888888888,Dropout,-1
0.1894736842105262,0.0566037735849056,0.1923076923076923,0.1538461538461538,0.6463576158940397,0.217391304347826,0.2,0.6192307692307691,0.0,0.7555555555555555,Graduate,1
0.6621052631578948,0.0188679245283018,0.2307692307692307,0.2307692307692307,0.7858719646799117,0.2608695652173913,0.3,0.7987179487179487,0.1511627906976745,0.4888888888888888,Graduate,1
0.1799999999999999,0.0566037735849056,0.2692307692307693,0.1923076923076923,0.6987019867549669,0.3478260869565217,0.35,0.6942307692307692,0.4069767441860464,0.3111111111111111,Enrolled,1
0.8389473684210524,0.0188679245283018,0.2692307692307693,0.2692307692307693,0.9072847682119204,0.3478260869565217,0.4,0.9470192307692308,0.7325581395348838,0.1111111111111111,Graduate,1
0.3557894736842106,0.0377358490566037,0.2692307692307693,0.2307692307692307,0.6710816777041942,0.3043478260869565,0.3,0.682051282051282,0.0,0.7555555555555555,Graduate,1
0.1589473684210525,0.0377358490566037,0.2307692307692307,0.2307692307692307,0.6710816777041942,0.2608695652173913,0.25,0.6461538461538461,0.5581395348837211,0.2888888888888888,Graduate,1
0.0494736842105263,0.0943396226415094,0.1923076923076923,0.0,0.0,0.217391304347826,0.0,0.0,0.1511627906976745,0.4888888888888888,Enrolled,1
0.2736842105263157,0.0377358490566037,0.2307692307692307,0.2307692307692307,0.6004415011037528,0.2608695652173913,0.3,0.6192307692307691,0.5581395348837211,0.2888888888888888,Graduate,1
0.3863157894736841,0.0377358490566037,0.2692307692307693,0.2692307692307693,0.720794701986755,0.3478260869565217,0.4,0.6639903846153846,0.9186046511627908,0.7999999999999999,Graduate,1
0.2536842105263157,0.0377358490566037,0.2307692307692307,0.1923076923076923,0.6357615894039735,0.2608695652173913,0.25,0.5815384615384616,0.2093023255813954,0.0,Graduate,1
0.3126315789473683,0.0377358490566037,0.1923076923076923,0.0,0.0,0.217391304347826,0.0,0.0,0.0,0.7555555555555555,Dropout,-1
0.2336842105263157,0.0566037735849056,0.2307692307692307,0.1923076923076923,0.5933774834437086,0.2608695652173913,0.15,0.6282051282051281,0.0,0.7555555555555555,Dropout,-1
0.3557894736842106,0.0188679245283018,0.1923076923076923,0.1923076923076923,0.7086092715231788,0.217391304347826,0.25,0.7628205128205128,0.7325581395348838,0.1111111111111111,Graduate,1
0.3842105263157893,0.0566037735849056,0.2692307692307693,0.2307692307692307,0.7344812362030907,0.3478260869565217,0.35,0.7634615384615384,0.4069767441860464,0.3111111111111111,Graduate,1
0.2810526315789474,0.0188679245283018,0.0,0.0,0.0,0.0,0.0,0.0,0.2093023255813954,0.0,Enrolled,1
0.2989473684210526,0.0377358490566037,0.1923076923076923,0.1923076923076923,0.656953642384106,0.217391304347826,0.25,0.7215384615384615,0.0,0.7555555555555555,Graduate,1
0.3126315789473683,0.0188679245283018,0.2307692307692307,0.1153846153846153,0.6534216335540839,0.2608695652173913,0.25,0.5833333333333334,0.2093023255813954,0.0,Enrolled,1
0.3978947368421053,0.0188679245283018,0.2307692307692307,0.2307692307692307,0.7064017660044151,0.2608695652173913,0.25,0.6353846153846153,0.0,0.7555555555555555,Graduate,1
0.1442105263157895,0.0754716981132075,0.2307692307692307,0.1153846153846153,0.6710816777041942,0.2608695652173913,0.15,0.5384615384615384,0.2093023255813954,0.0,Dropout,-1
0.4536842105263157,0.0377358490566037,0.2307692307692307,0.2307692307692307,0.6357615894039735,0.2608695652173913,0.2,0.6192307692307691,0.0,0.7555555555555555,Dropout,-1
0.331578947368421,0.0188679245283018,0.1923076923076923,0.1923076923076923,0.5615894039735099,0.217391304347826,0.25,0.6353846153846153,0.5581395348837211,0.2888888888888888,Graduate,1
0.3410526315789475,0.0188679245283018,0.2307692307692307,0.2307692307692307,0.6490066225165563,0.2608695652173913,0.3,0.6384615384615384,0.5930232558139535,1.0,Graduate,1
0.3010526315789472,0.0566037735849056,0.2307692307692307,0.1538461538461538,0.5827814569536424,0.2608695652173913,0.3,0.6371794871794871,0.2093023255813954,0.0,Graduate,1
